date,fetched_at,raw_work_count,raw_citations,raw_h_index,raw_i10_index,curated_work_count,curated_citations,curated_h_index,curated_i10_index
2026-08-31,2026-08-31T08:09:55+00:00,54,431,11,12,50,386,9,9
